,series_name,description,country,raw_category_name,director_name,actor_name
651,"Thanh Tra Mẫu Mực (Phần 1), Good Detective (Season 1)","thanh tra mẫu mực ( phần 1 ) , good detective ( season 1 ) thanh tra kang do chang thường phá án dựa trên kinh nghiệm và mối quan hệ cá nhân thay vì áp dụng các phương pháp khoa học . cảnh sát oh ji hyuk , ngoài việc giỏi phá án còn là một “ rick kid ” chính hiệu do được thừa hưởng khối gia sản khổng lồ , điều tra các vụ án bằng cách sử dụng bằng chứng và phân tích tâm lý tội phạm . hai cá nhân trái ngược về tính cách nhưng lại có cùng lý tưởng , quyết tâm bằng mọi giá truy tìm sự thật dù có phải giẫm đạp lên chính bản thân mình .",hàn quốc,"['tội phạm', 'tội phạm', 'tâm lý']",jo nam kook,['jang seung jo' 'lee elijah' 'son hyun joo']
652,"Cân Não, Brain Works","cân não , brain works shin ha ru là nhà thần kinh học sở hữu bộ não siêu phàm , nhưng vô cùng lạnh lùng . còn thanh tra cảnh sát geum myung se tuy lời nói và hành động có phần thô lỗ nhưng anh là một người tốt bụng . hai người đàn ông có tính cách đối lập , luôn xảy ra mâu thuẫn nhưng buộc phải cùng nhau giải quyết một vụ án liên quan đến một căn bệnh não hiếm gặp .",hàn quốc,"['tâm lý', 'hành động', 'tội phạm']",lee jin seo,['cha tae hyun' 'jung yong hwa' 'other']
653,"Mặt Trái Của Mất Tích (Phần 2), Missing: The Other Side 2","mặt trái của mất tích ( phần 2 ) , missing : the other side 2 hành trình giải mã bí ẩn tại ngôi làng có linh hồn của những người đã mất tích sinh sống của kim wook cùng gã đàn ông bí hiểm pan seok và cô nàng hacker cá tính jong ah lại tiếp tục . cả nhóm sẽ cố gắng tìm thi thể của những người mất tích và khám phá sự thật đằng sau cái chết của họ .",hàn quốc,['tâm lý'],min yeon hong,['ahn so hee' 'go soo' 'heo jun ho']
654,"Lời Hồi Đáp 1988, Reply 1988","lời hồi đáp 1988 , reply 1988 là một dự án trong loạt phim “ reply ” , phim sẽ giúp những bạn trẻ hôm nay hiểu được cuộc sống của cha mẹ , anh chị họ hơn 30 năm trước . những tình huống ấm áp , hài hước xung quanh chuyện gia đình , hàng xóm đã được biên kịch xây dựng một cách chân thực nhất có thể . phim lời hồi đáp 1988 , xem phim lời hồi đáp 1988 , phim lời hồi đáp 1988 thuyết minh , phim lời hồi đáp 1988 tập cuối , diễn viên phim lời hồi đáp 1988 , phim lời hồi đáp 1988 tập 5 , nội dung phim lời hồi đáp 1988 , phim lời hồi đáp 1988 tập 1 , phim lời hồi đáp 1988 tập 1 thuyết minh , phim lời hồi đáp 1988 tập 2 , phim lời hồi đáp 1988 full , phim lời hồi đáp 1988 tap 12 , phim lời hồi đáp 1988 tập 1 vietsub , phim lời hồi đáp 1988 tập 10 , phim lời hồi đáp 1988 tập 11 , phim lời hồi đáp 1988 tập 12 , phim lời hồi đáp 1988 tập 13 , phim lời hồi đáp 1988 tập 14 , phim lời hồi đáp 1988 tập 15 , phim lời hồi đáp 1988 tập 16 , phim lời hồi đáp 1988 tập 17 , phim lời hồi đáp 1988 tập 19 , phim lời hồi đáp 1988 tập 20 , phim lời hồi đáp 1988 tập 3 , phim lời hồi đáp 1988 tập 38 , xem phim lời hồi đáp 1988 vietsub , xem phim lời hồi đáp 1988 tập cuối , lời hồi đáp 1988 fpt play , lời hồi đáp 1988 vietsub , lời hồi đáp 1988 tập 1 , lời hồi đáp 1988",hàn quốc,"['tình cảm', 'gia đình', 'hài hước']",shin won ho,['other' 'ryu jun yeol']
655,"Những Quý Cô Say Xỉn (Phần 2), Work Later, Drink Now (Season 2)","những quý cô say xỉn ( phần 2 ) , work later , drink now ( season 2 ) ba cô nàng độc thân , độc lập và ngoài 30 so hee , ji yeon và ji gu sẽ tiếp tục mang đến những câu chuyện thú vị về công việc và cuộc sống … từ bàn nhậu . sau thành công của phần đầu , liệu phần hai có tiếp tục làm hài lòng khán giả ?",hàn quốc,"['hài hước', 'tâm lý', 'tình cảm']",kim jung shik,['han sun hwa' 'jung eun ji' 'lee sun bin']
656,"Mặt Trái Của Mất Tích (Phần 1), Missing: The Other Side (Season 1)","mặt trái của mất tích ( phần 1 ) , missing : the other side ( season 1 ) gã lừa đảo kim wook tình cờ đến ngôi làng nhỏ duon - nơi nổi tiếng là chốn trú ngụ của các linh hồn lạc lối - và bị cuốn vào cuộc giải mã bí ẩn đằng sau những thi thể mất tích cùng với gã đàn ông bí hiểm pan seok và cô nàng hacker cá tính jong ah . khao khát tìm ra sự thật còn có thanh tra joon ho vì vợ sắp cưới của anh đã đột ngột mất tích chỉ một tháng trước đám cưới . missing : the otherside ( season 1 ) , missing : the otherside s1 vietsub , missing : the otherside s1 ep 1 2 3 4 5 6 7 8 9 10 11 12 , missing : the otherside s1 full hd , mặt trái của mất tích phần 1 , xem phim mặt trái của mất tích phần 1 , xem mặt trái của mất tích phần 1 , phim mặt trái của mất tích phần 1 , phim mặt trái của mất tích phần 1 vietsub , phim mặt trái của mất tích phần 1 thuyết minh hd , phim mặt trái của mất tích phần 1 tập mới nhất , phim mặt trái của mất tích phần 1 tập cuối , phim mặt trái của mất tích phần 1 trọn bộ , phim mặt trái của mất tích phần 1 tập 1 2 3 4 5 6 7 8 9 10 11 12 , xem phim hàn quốc mặt trái của mất tích phần 1 , phim hàn quốc mặt trái của mất tích phần 1 , go soo , heo jun ho , ahn so hee , min yeon hong , phim tâm lý hàn quốc mặt trái của mất tích phần 1",hàn quốc,"['tâm lý', 'viễn tưởng']",min yeon hong,['ahn so hee' 'go soo' 'heo jun ho']
657,"Nữ Thanh Tra Tài Ba, One The Woman","nữ thanh tra tài ba , one the woman jo yeon joo là một công tố viên chống tham nhũng . trong một vụ án , cô bị mất trí nhớ và bắt đầu sống với tư cách là kang mi na , con dâu nhà tài phiệt . hành trình tìm lại thân phận thật của jo yeon joo bắt đầu , sự thật đằng sau những việc làm xấu xa của các gia đình tài phiệt và những kẻ đã lạm dụng quyền lực sẽ dần dần được đưa ra ánh sáng . nữ , thanh , tra , tài , ba , one , the , woman , nữ thanh tra tài ba , phim nữ thanh tra tài ba , xem phim nữ thanh tra tài ba tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 , nữ thanh tra tài ba vietsub , bí ẩn , hài hước , lãng mạn , tâm lý , hành động , trinh thám , one the woman , nữ thanh tra tài ba online , xem one the woman , nữ thanh tra tài ba fpt play , phim one the woman , one the woman phụ đề , xem phim one the woman tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 , one the woman fptplay , fpt",hàn quốc,"['huyền bí', 'hài hước', 'lãng mạn', 'tâm lý', 'hành động', 'tội phạm']",choi young hoon,['honey lee' 'other']
658,"Tội Ác Vô Hình, Blind","tội ác vô hình , blind ryu sung joon là một thanh tra đầy nhiệt huyết và quyết tâm truy bắt những kẻ xấu . jo eun ki là nhân viên xã hội với một trái tim ấm áp , luôn tin vào công lý . còn ryu sung hoon , anh trai của sung joon , là một vị thẩm phán đầy tài năng , luôn đưa ra những phán xét công bằng . ba người vô tình dính vào một vụ án giết người hàng loạt mà nạn nhân là các thành viên của bồi thẩm đoàn và cùng nhau giải mã bí ẩn đằng sau những vụ án này . tội ác vô hình - blind , xem phim toi sac vo hinh , xem phim blind , jung eun ji , ok taec yeon , phim blind - toi ac vo tinh tap 1 2 3 4 5 ...",hàn quốc,"['tâm lý', 'tình cảm', 'hành động']",unknow,['jung eun ji' 'ok taec yeon']
659,"Yêu Không Kiểm Soát, Uncontrollably Fond","yêu không kiểm soát , uncontrollably fond jun young và no eul vốn phải lòng nhau từ thời đi học , nhưng vì nhiều lý do mà họ phải chia xa . nhiều năm sau , số phận đưa đẩy khiến cặp đôi này tái ngộ . tuy nhiên , jun young giờ đã trở thành một siêu sao vạn người mê , còn no eul chỉ là một cô gái sản xuất phim tài liệu .",hàn quốc,"['hài hước', 'lãng mạn', 'tâm lý']",park hyun suk,['choi moo sung' 'im ju eun' 'jin kyung' 'kim woo bin' 'other']
660,"Vườn Sao Băng, Boys Over Flowers","vườn sao băng , boys over flowers may mắn trở thành học sinh của ngôi trường shinhwa danh giá , cô gái nghèo cá tính jan di không ngờ mình sẽ đụng độ với f4 - một nhóm bốn chàng trai không chỉ giàu có mà còn nổi tiếng về độ điển trai . định mệnh đẩy đưa khiến cô nàng có một mối tình lãng mạn nhưng cũng đầy sóng gió với jun pyo - thủ lĩnh của nhóm f4 .",hàn quốc,"['hài hước', 'lãng mạn', 'tâm lý', 'huyền bí', 'huyền bí']",jeon ki sang,['kim bum' 'kim so eun' 'lee min ho' 'other']
661,"Hơn Cả Tình Bạn, More Than Friends","hơn cả tình bạn , more than friends suốt 10 năm từ thời đi học , kyung woo yeon vẫn ôm một mối tình đơn phương với cậu bạn lee soo . nhưng đến khi woo yeon quyết định chấm dứt mối tình đầy tổn thương này , thì cũng là lúc lee soo nhận ra tình cảm của mình dành cho cô bạn và bắt đầu thể hiện sự chân thành từ tận sâu đáy lòng . hơn , cả , tình , bạn , more , than , friends , hơn cả tình bạn , phim hơn cả tình bạn , xem phim hơn cả tình bạn tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 , hơn cả tình bạn thuyết minh , tình cảm , more than friends , hơn cả tình bạn online , xem more than friends , hơn cả tình bạn fpt play , phim more than friends , more than friends thuyết minh , xem phim more than friends tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 , more than friends fptplay , fpt",hàn quốc,"['tâm lý', 'lãng mạn', 'tình cảm', 'huyền bí']",choi sung bum,['other']
662,"Bác Sĩ Trinh Thám, Doctor Detective","bác sĩ trinh thám , doctor detective doh joong eun từng rất nổi tiếng với danh hiệu “ chuyên gia giải quyết những vụ án tai nạn lao động ” . tuy nhiên , sau khi kết hôn , cô chỉ muốn dồn toàn tâm , toàn sức chăm lo cho gia đình nhỏ . khi phát hiện chồng ngoại tình , joong eun quyết định ly hôn và trở về làm “ nữ hoàng phá án ” . cùng với chàng bác sĩ đồng nghiệp huh min ki , họ đã tìm ra sự thật liên quan đến tai nạn công nghiệp và các sự cố khác tại các khu công nghiệp mà tập đoàn tl muốn che đậy .",hàn quốc,"['tâm lý', 'tội phạm']",park joon woo,['bong tae gyu' 'other' 'park jin hee']
663,"Khát Khao Hạnh Phúc 3, I Need Romance 3","khát khao hạnh phúc 3 , i need romance 3 shin joo yeon hiền lành và tốt bụng , làm việc cho một kênh mua sắm tại nhà , nhưng sau 9 năm trải qua nhiều chuyện đau lòng , cô đã trở thành người phụ nữ lạnh lùng . thế nhưng sự xuất hiện của joo wan , chàng trai ở lứa tuổi 20 , người luôn mơ về một tình yêu trong sáng , thuần khiết đã làm tan chảy con tim băng giá của cô .",hàn quốc,"['hài hước', 'lãng mạn', 'tâm lý']",jang young woo,['kim so yeon' 'nam goong min' 'other']
664,"Nấc Thang Lên Thiên Đường, Stairway to Heaven","nấc thang lên thiên đường , stairway to heaven nấc thang lên thiên đường – stairway to heaven là bản tình ca đầy nước mắt về câu chuyện tình cảm động của song joo và jung seo . vì đồng cảm hoàn cảnh mồ côi nên cả hai thân nhau từ nhỏ và khi lớn lên ở tuổi dậy thì họ dành cho nhau cảm xúc đặc biệt . nhưng từ khi mẹ kế của jung seo xuất hiện cùng con cô gái riêng là han yoo ri đã làm cho cuộc đời của jung seo gặp nhiều sóng gió . bị họ hãm hại nên jung seo không thể đi du học cùng song joo nhưng cô lại chiếm được tình cảm của tae hwa – anh trai của yoo ri . phim nấc thang lên thiên đường tiếp tục chuyện tình của hai người họ khi song joo du học trở về hẹn gặp jung seo nhưng yoo ri đã gây tai nạn cho cô làm chia cắt họ khi jung seo vì tai nạn đó mà mất trí nhớ và được tae hwa chăm sóc . mọi người tưởng cô đã chết nên khi cô và song joo những tưởng họ sẽ hạnh phúc thì một lần nữa phim nấc thang lên thiên đường lại lấy nước mắt người xem khi cô nhớ lại thì căn bệnh ung thư lại chia cắt họ …",hàn quốc,"['lãng mạn', 'tâm lý']",lee jang soo,['other']
665,"Vua Trường Học, High School King of Savvy","vua trường học , high school king of savvy nam sinh min seok có niềm đam mê bất tận với môn khúc côn cầu trên băng bỗng dưng phải thay anh trai làm giám đốc một công ty lớn . tại công ty , min seok phải lòng cô nhân viên hợp đồng soo young . bên cạnh các tình huống dở khóc dở cười , phim còn lấy lòng khán giả với những khoảnh khắc lãng mạn của cặp chị em lệch tuổi .",hàn quốc,"['hài hước', 'lãng mạn', 'huyền bí']",yoo je won,['lee soo hyuk' 'other' 'seo in guk']
